Session Name,Session Type,Session Start Time,Session Is Complete,Common Name,Genus,Species,Number,Remarks,Latitude,Longitude,Accuracy,Zone,Date,Time
202001221015,BIO212,01/22/2020,Y,Eurasian Hoopoe,Upupa,epops,1,,30.6646714,76.727688,16.93199920654297,Hostel Area,01/22/2020,10:57
202001221015,BIO212,01/22/2020,Y,Paddyfield Pipit,Anthus,rufulus,1,,30.6646852,76.7276829,11.831000328063965,Hostel Area,01/22/2020,10:58
202001221015,BIO212,01/22/2020,Y,White Throated Kingfisher,Halcyon,smyrnensis,1,,30.6654472,76.7271498,8.019000053405762,Sports Complex,01/22/2020,11:00
202001221015,BIO212,01/22/2020,Y,Rufous Treepie,Dendrocitta,vagabunda,1,,30.6658651,76.727008,14.21399974822998,Sports Complex,01/22/2020,11:02
202001221015,BIO212,01/22/2020,Y,Grey Wagtail,Motacilla,cinerea,1,pecking on ground,30.6658966,76.7262559,22.989999771118164,Sports Complex,01/22/2020,11:04
202001221015,BIO212,01/22/2020,Y,Grey Wagtail,Motacilla,cinerea,7,pecking on ground together,30.6660564,76.726001,20.408000946044922,Sports Complex,01/22/2020,11:06
202001221015,BIO212,01/22/2020,Y,Paddyfield Pipit,Anthus,rufulus,2,,30.6660828,76.7259516,12.631999969482422,Sports Complex,01/22/2020,11:06
202001221015,BIO212,01/22/2020,Y,Black Drongo,Dicrurus,macrocercus,1,,30.6667186,76.7251627,17.600000381469727,Other Zone,01/22/2020,11:07
202001221015,BIO212,01/22/2020,Y,Eurasian Hoopoe,Upupa,epops,2,,30.666113,76.7254128,17.111000061035156,Sports Complex,01/22/2020,11:08
202001221015,BIO212,01/22/2020,Y,Oriental Magpie Robin,Copsychus,saularis,1,,30.6662003,76.7249727,24.863000869750977,Sports Complex,01/22/2020,11:09
202001221015,BIO212,01/22/2020,Y,Long-tailed Shrike,Lanius,schach,1,,30.6638226,76.7290267,16.0,Hostel Area,01/22/2020,11:12
202001221015,BIO212,01/22/2020,Y,Long-tailed Shrike,Lanius,schach,1,"imitating calls
",30.6661184,76.7242678,22.121999740600586,Guava Garden,01/22/2020,11:15
202001221015,BIO212,01/22/2020,Y,Indian Grey Hornbill,Ocyceros,birostris,2,,30.6661034,76.7242674,22.52199935913086,Guava Garden,01/22/2020,11:15
202001221015,BIO212,01/22/2020,Y,House Crow,Corvus,splendens,6,,30.6648914,76.7234931,21.06599998474121,Guava Garden,01/22/2020,11:20
202001221015,BIO212,01/22/2020,Y,Cattle Egret,Bubulcus,ibis,1,,30.6645277,76.7236159,11.654000282287598,Guava Garden,01/22/2020,11:21
202001221015,BIO212,01/22/2020,Y,Cattle Egret,Bubulcus,ibis,2,,30.6644093,76.724285,16.22100067138672,Shopping Complex,01/22/2020,11:23
202001221015,BIO212,01/22/2020,Y,Oriental Magpie Robin,Copsychus,saularis,1,male,30.6643963,76.7242989,14.942000389099121,Shopping Complex,01/22/2020,11:23
202001221015,BIO212,01/22/2020,Y,Rose-ringed Parakeet,Psittacula,krameri,6,,30.6643965,76.7248269,16.420000076293945,Shopping Complex,01/22/2020,11:25
202001221015,BIO212,01/22/2020,Y,Common Chiffchaff,Phylloscopus,collybita,1,,30.6644804,76.7248103,5.4629998207092285,Shopping Complex,01/22/2020,11:26
202001221015,BIO212,01/22/2020,Y,Red-vented Bulbul,Pycnonotus,cafer,1,,30.6645104,76.7247943,15.454000473022461,Shopping Complex,01/22/2020,11:27
202001221015,BIO212,01/22/2020,Y,Rufous Treepie,Dendrocitta,vagabunda,3,,30.6645071,76.7247998,18.458999633789062,Shopping Complex,01/22/2020,11:28
202001221015,BIO212,01/22/2020,Y,Indian White-Eye,Zosterops,palpebrosus,10,,30.6638226,76.7290267,16.100000381469727,Hostel Area,01/22/2020,11:28
202001221015,BIO212,01/22/2020,Y,Spotted Owlet,Athene,brama,1,,30.664549,76.7251972,24.266000747680664,Shopping Complex,01/22/2020,11:33
202001221015,BIO212,01/22/2020,Y,Black Redstart,Phoenicurus,ochruros,1,,30.6647989,76.727763,17.41900062561035,Hostel Area,01/22/2020,11:41
202001221015,BIO212,01/22/2020,Y,Verditer Flycatcher,Eumyias,thalassinus,2,,30.6648533,76.7288063,21.965999603271484,Health Center,01/22/2020,11:44
202001221015,BIO212,01/22/2020,Y,Indian White-Eye,Zosterops,palpebrosus,8,,30.6649714,76.7290568,22.94499969482422,Health Center,01/22/2020,11:49
202001221015,BIO212,01/22/2020,Y,Indian Grey Hornbill,Ocyceros,birostris,1,juvenile or female,30.6649861,76.7290551,5.105000019073486,Health Center,01/22/2020,11:50
202001221015,BIO212,01/22/2020,Y,Rufous Treepie,Dendrocitta,vagabunda,1,,30.665116,76.7294047,19.836999893188477,Health Center,01/22/2020,11:52
202001221015,BIO212,01/22/2020,Y,Rufous Treepie,Dendrocitta,vagabunda,3,,30.6639399,76.7290033,24.69300079345703,Hostel Area,01/22/2020,11:55
