Session Name,Session Type,Session Start Time,Session Is Complete,Common Name,Genus,Species,Number,Remarks,Latitude,Longitude,Accuracy,Zone,Date,Time
202001300926,TRAVELING,01/30/2020,Y,White-browed Wagtail,Motacilla,maderaspatensis,0,,30.6649529,76.7268351,16.142000198364258,Hostel Area,01/30/2020,09:27
202001300926,TRAVELING,01/30/2020,Y,House Crow,Corvus,splendens,0,,30.6653216,76.7266826,8.256999969482422,Sports Complex,01/30/2020,09:28
202001300926,TRAVELING,01/30/2020,Y,Rock Pigeon,Columba,livia,0,,30.6662715,76.7239738,8.359999656677246,Guava Garden,01/30/2020,09:37
202001300926,TRAVELING,01/30/2020,Y,Alexandrine Parakeet,Psittacula,eupatria,0,,30.6659625,76.7233815,19.53700065612793,Guava Garden,01/30/2020,09:38
202001300926,TRAVELING,01/30/2020,Y,Common Myna,Acridotheres,tristis,2,,30.665584,76.723876,-1.0,Guava Garden,01/30/2020,09:41
202001300926,TRAVELING,01/30/2020,Y,Jungle Babbler,Turdoides,striata,4,,30.6658429,76.7223717,22.89699935913086,Other Zone,01/30/2020,09:43
202001300926,TRAVELING,01/30/2020,Y,Indian peafowl,Pavo,cristatus,5,,30.6658598,76.722356,18.076000213623047,Other Zone,01/30/2020,09:44
202001300926,TRAVELING,01/30/2020,Y,Jungle Babbler,Turdoides,striata,2,,30.6656418,76.7222794,24.305999755859375,Faculty Housing,01/30/2020,09:45
202001300926,TRAVELING,01/30/2020,Y,Rock Pigeon,Columba,livia,3,,30.6659363,76.722172,18.82699966430664,Faculty Housing,01/30/2020,09:45
202001300926,TRAVELING,01/30/2020,Y,Indian peafowl,Pavo,cristatus,1,male,30.6659411,76.7221598,11.336999893188477,Faculty Housing,01/30/2020,09:46
202001300926,TRAVELING,01/30/2020,Y,Jungle Babbler,Turdoides,striata,11,,30.6657889,76.721949,24.8700008392334,Faculty Housing,01/30/2020,09:47
202001300926,TRAVELING,01/30/2020,Y,Indian peafowl,Pavo,cristatus,8,,30.6659263,76.7217835,23.104999542236328,Faculty Housing,01/30/2020,09:49
202001300926,TRAVELING,01/30/2020,Y,Alexandrine Parakeet,Psittacula,eupatria,6,,30.6659245,76.7217673,21.785999298095703,Faculty Housing,01/30/2020,09:50
202001300926,TRAVELING,01/30/2020,Y,Rock Pigeon,Columba,livia,8,,30.6659724,76.7221136,20.972000122070312,Faculty Housing,01/30/2020,09:52
202001300926,TRAVELING,01/30/2020,Y,House Crow,Corvus,splendens,1,,30.664956,76.7234957,23.834999084472656,Guava Garden,01/30/2020,09:57
202001300926,TRAVELING,01/30/2020,Y,Jungle Babbler,Turdoides,striata,10,,30.6649664,76.7238991,23.006000518798828,Guava Garden,01/30/2020,09:57
202001300926,TRAVELING,01/30/2020,Y,Red-vented Bulbul,Pycnonotus,cafer,1,,30.6650166,76.7239374,23.440000534057617,Guava Garden,01/30/2020,09:59
202001300926,TRAVELING,01/30/2020,Y,Grey Wagtail,Motacilla,cinerea,1,,30.6653558,76.7240259,22.194000244140625,Guava Garden,01/30/2020,10:03
202001300926,TRAVELING,01/30/2020,Y,White-browed Wagtail,Motacilla,maderaspatensis,0,,30.665584,76.723876,-1.0,Guava Garden,01/30/2020,10:04
202001300926,TRAVELING,01/30/2020,Y,Indian White-Eye,Zosterops,palpebrosus,7,,30.6652792,76.7241626,21.229999542236328,Guava Garden,01/30/2020,10:09
202001300926,TRAVELING,01/30/2020,Y,Rose-ringed Parakeet,Psittacula,krameri,6,,30.6649625,76.724521,24.665000915527344,Guava Garden,01/30/2020,10:15
202001300926,TRAVELING,01/30/2020,Y,House Crow,Corvus,splendens,3,with nest,30.6647978,76.724583,18.951000213623047,Shopping Complex,01/30/2020,10:16
202001300926,TRAVELING,01/30/2020,Y,House Crow,Corvus,splendens,0,,30.6647915,76.7245928,11.640000343322754,Shopping Complex,01/30/2020,10:16
202001300926,TRAVELING,01/30/2020,Y,Black Redstart,Phoenicurus,ochruros,1,,30.6647304,76.7245155,22.150999069213867,Shopping Complex,01/30/2020,10:17
202001300926,TRAVELING,01/30/2020,Y,Cattle Egret,Bubulcus,ibis,1,,30.6646606,76.7245461,24.165000915527344,Shopping Complex,01/30/2020,10:18
202001300926,TRAVELING,01/30/2020,Y,Black Kite,Milvus,migrans,2,,30.664194,76.7252384,5.040999889373779,Shopping Complex,01/30/2020,10:37
